No,Knowledge Area,Scenario,Difficulty,Question Type,Source ID,original_text,raw_latex,Adapted Question,Options,Correct Answer,Solution / Key Steps,prompt_direct,cot_reasoning_scaffold,prompt_cot,student_tutor_strategy,tutor_model,tutor_max_turns
11,Confidence Interval,Finance,Hard,Short Answer,ch_foundations_for_inf_27_1,"Relaxing after work

The General Social Survey asked the question:
``After an average work day, about how many hours do you have to relax or pursue 
activities that you enjoy?"" to a random sample of 1,155 Americans.[source: data:gss] A 95% confidence interval for the mean number of hours spent 
relaxing or pursuing activities they enjoy was (1.38, 1.92).

Interpret this interval in context of the data.","\qt{Relaxing after work\label{relax_after_work}} The General Social Survey asked the question:
``After an average work day, about how many hours do you have to relax or pursue 
activities that you enjoy?"" to a random sample of 1,155 Americans.\footfullcite{data:gss} A 95\% confidence interval for the mean number of hours spent 
relaxing or pursuing activities they enjoy was (1.38, 1.92).
\begin{parts}
\item Interpret this interval in context of the data.
\item Suppose another set of researchers reported a confidence interval with a 
larger margin of error based on the same sample of 1,155 Americans. How does 
their confidence level compare to the confidence level of the interval stated 
above?
\item Suppose next year a new survey asking the same question is conducted, and 
this time the sample size is 2,500. Assuming that the population 
characteristics, with respect to how much time people spend relaxing after work, 
have not changed much within a year. How will the margin of error of the 95\% 
confidence interval constructed based on data from the new survey compare to the 
margin of error of the interval stated above?
\end{parts}",An analyst finds a 95% confidence interval of -0.8% to 2.4% for the mean monthly return of a fund. Give a short explanation of what this says about whether the fund has positive average returns.,,"The evidence is not conclusive because 0% lies inside the interval. The true mean monthly return could be negative, zero, or positive.","For mean return, 0% is the benchmark for no gain. An interval crossing 0 does not establish positive average return.",An analyst finds a 95% confidence interval of -0.8% to 2.4% for the mean monthly return of a fund. Give a short explanation of what this says about whether the fund has positive average returns.,"1. Treat 0% as the benchmark for no positive or negative mean monthly return.
2. Compare 0% with the confidence interval.
3. Determine whether the interval establishes that the true mean is positive.
4. Give a concise interpretation that reflects the uncertainty shown by the interval.","An analyst finds a 95% confidence interval of -0.8% to 2.4% for the mean monthly return of a fund. Give a short explanation of what this says about whether the fund has positive average returns.

Follow the reasoning stages below:

1. Treat 0% as the benchmark for no positive or negative mean monthly return.
2. Compare 0% with the confidence interval.
3. Determine whether the interval establishes that the true mean is positive.
4. Give a concise interpretation that reflects the uncertainty shown by the interval.

Show the reasoning or calculations necessary for this specific question, then provide the final answer.",Adaptive Multi-Agent Student–Tutor,Qwen3-32B-Instruct,3
12,Confidence Interval,Finance,Hard,Short Answer,ch_inference_for_props_42_3,"The Civil War

A national survey conducted 
among a simple random sample of 1,507 adults shows that 56% of
Americans think the Civil War is still relevant to American politics and 
political life.
[source: data:civilWar]

Calculate a 90% confidence interval for the proportion of Americans 
who think the Civil War is still relevant. Interpret the interval in this 
context, and comment on whether or not the confidence interval agrees with 
the conclusion of the hypothesis test.","\qt{The Civil War\label{civil_war_HT_CI_2_sided}}
A national survey conducted 
among a simple random sample of 1,507 adults shows that 56\% of
Americans think the Civil War is still relevant to American politics and 
political life.%
\footfullcite{data:civilWar} 
\begin{parts}
\item Conduct a hypothesis test to determine if these data provide strong 
evidence that the majority of the Americans think the Civil War is still 
relevant.
\item Interpret the p-value in this context.
\item Calculate a 90\% confidence interval for the proportion of Americans 
who think the Civil War is still relevant. Interpret the interval in this 
context, and comment on whether or not the confidence interval agrees with 
the conclusion of the hypothesis test.
\end{parts}","A fintech company wants to estimate the proportion of customers who will adopt a new payment feature with margin of error at most 0.03 at 95% confidence. With no prior estimate of p, what sample size should it use?",,1068 customers,"Use p=0.5 for the most conservative size: n=(1.96²×0.25)/(0.03²)=1067.1, round up to 1068.","A fintech company wants to estimate the proportion of customers who will adopt a new payment feature with margin of error at most 0.03 at 95% confidence. With no prior estimate of p, what sample size should it use?","1. Write the margin-of-error requirement for a confidence interval for a population proportion.
2. With no prior estimate of the proportion, choose the value that gives the largest required sample size.
3. Solve the sample-size inequality using the confidence-level critical value and target margin of error.
4. Round the required sample size in the direction that guarantees the target precision.","A fintech company wants to estimate the proportion of customers who will adopt a new payment feature with margin of error at most 0.03 at 95% confidence. With no prior estimate of p, what sample size should it use?

Follow the reasoning stages below:

1. Write the margin-of-error requirement for a confidence interval for a population proportion.
2. With no prior estimate of the proportion, choose the value that gives the largest required sample size.
3. Solve the sample-size inequality using the confidence-level critical value and target margin of error.
4. Round the required sample size in the direction that guarantees the target precision.

Show the reasoning or calculations necessary for this specific question, then provide the final answer.",Adaptive Multi-Agent Student–Tutor,Qwen3-32B-Instruct,3
13,Confidence Interval,Finance,Hard,Short Answer,ch_regr_simple_linear_40_3,"Cats, Part II

Exercise~[ref: cat_body_heart_reg] 
presents regression output from a model for predicting the heart 
weight (in g) of cats from their body weight (in kg). The coefficients 
are estimated using a dataset of 144 domestic cat. The model output 
is also provided below.

Table:
| Estimate | Std. Error | t value | Pr($>$$|$t$|$) | |
| --- | --- | --- | --- | --- |
| (Intercept) | -0.357 | 0.692 | -0.515 | 0.607 |
| body wt | 4.034 | 0.250 | 16.119 | 0.000 |

\[ s = 1.452 R^2 = 64.66% R^2_adj = 64.41% \]

Calculate a 95% confidence interval for the slope of body 
weight, and interpret it in context of the data.","\qt{Cats, Part II\label{cat_body_heart_inf}}
Exercise~\ref{cat_body_heart_reg} 
presents regression output from a model for predicting the heart 
weight (in g) of cats from their body weight (in kg). The coefficients 
are estimated using a dataset of 144 domestic cat. The model output 
is also provided below.
\begin{center}
\begin{tabular}{rrrrr}
    \hline
            & Estimate  & Std. Error    & t value   & Pr($>$$|$t$|$) \\ 
    \hline
(Intercept) & -0.357    & 0.692         & -0.515    & 0.607 \\ 
body wt     & 4.034     & 0.250         & 16.119    & 0.000 \\ 
    \hline
\end{tabular}
\[ s = 1.452 \qquad R^2 = 64.66\% \qquad R^2_{adj} = 64.41\% \]
\end{center}
\begin{parts}
\item We see that the point estimate for the slope is positive.
    What are the hypotheses for evaluating whether body weight is
    positively associated with heart weight in cats?
\item State the conclusion of the hypothesis test from part (a) in 
context of the data.
\item Calculate a 95\% confidence interval for the slope of body 
weight, and interpret it in context of the data.
\item Do your results from the hypothesis test and the confidence 
interval agree? Explain.
\end{parts}",A bank compares average transaction fees before and after a pricing change and obtains a 95% confidence interval for the mean difference after-before of 0.12 to 0.38 pounds. Briefly interpret the result.,,The bank can be 95% confident that the pricing change increased the mean transaction fee by about £0.12 to £0.38.,"Because the entire interval is above 0, it supports a positive increase in the mean fee.",A bank compares average transaction fees before and after a pricing change and obtains a 95% confidence interval for the mean difference after-before of 0.12 to 0.38 pounds. Briefly interpret the result.,"1. Identify the parameter as the mean difference defined by after minus before.
2. Determine what positive, zero, and negative values of this difference would mean.
3. Compare the entire confidence interval with zero.
4. Translate the interval into a contextual statement about the pricing change and mean transaction fees.","A bank compares average transaction fees before and after a pricing change and obtains a 95% confidence interval for the mean difference after-before of 0.12 to 0.38 pounds. Briefly interpret the result.

Follow the reasoning stages below:

1. Identify the parameter as the mean difference defined by after minus before.
2. Determine what positive, zero, and negative values of this difference would mean.
3. Compare the entire confidence interval with zero.
4. Translate the interval into a contextual statement about the pricing change and mean transaction fees.

Show the reasoning or calculations necessary for this specific question, then provide the final answer.",Adaptive Multi-Agent Student–Tutor,Qwen3-32B-Instruct,3
14,Confidence Interval,Finance,Hard,Short Answer,ch_foundations_for_inf_27_2,"Relaxing after work

The General Social Survey asked the question:
``After an average work day, about how many hours do you have to relax or pursue 
activities that you enjoy?"" to a random sample of 1,155 Americans.[source: data:gss] A 95% confidence interval for the mean number of hours spent 
relaxing or pursuing activities they enjoy was (1.38, 1.92).

Suppose another set of researchers reported a confidence interval with a 
larger margin of error based on the same sample of 1,155 Americans. How does 
their confidence level compare to the confidence level of the interval stated 
above?","\qt{Relaxing after work\label{relax_after_work}} The General Social Survey asked the question:
``After an average work day, about how many hours do you have to relax or pursue 
activities that you enjoy?"" to a random sample of 1,155 Americans.\footfullcite{data:gss} A 95\% confidence interval for the mean number of hours spent 
relaxing or pursuing activities they enjoy was (1.38, 1.92).
\begin{parts}
\item Interpret this interval in context of the data.
\item Suppose another set of researchers reported a confidence interval with a 
larger margin of error based on the same sample of 1,155 Americans. How does 
their confidence level compare to the confidence level of the interval stated 
above?
\item Suppose next year a new survey asking the same question is conducted, and 
this time the sample size is 2,500. Assuming that the population 
characteristics, with respect to how much time people spend relaxing after work, 
have not changed much within a year. How will the margin of error of the 95\% 
confidence interval constructed based on data from the new survey compare to the 
margin of error of the interval stated above?
\end{parts}",A 95% confidence interval for the proportion of users missing a credit-card payment is 0.046 to 0.074. The regulator considers rates above 5% concerning. Give a short interpretation.,,"No definitive conclusion that the true missed-payment rate exceeds 5% can be made, because 0.05 lies inside the interval. Values both below and above 5% remain plausible.","Compare 0.05 with the interval 0.046 to 0.074. Because 0.05 is inside the interval, the data do not establish that the population rate is above 5%.",A 95% confidence interval for the proportion of users missing a credit-card payment is 0.046 to 0.074. The regulator considers rates above 5% concerning. Give a short interpretation.,"1. Identify the regulatory benchmark as a population proportion of 0.05.
2. Compare that benchmark with the reported confidence interval.
3. Determine whether all plausible parameter values lie above the benchmark.
4. State what can and cannot be concluded about whether the true missed-payment rate exceeds the threshold.","A 95% confidence interval for the proportion of users missing a credit-card payment is 0.046 to 0.074. The regulator considers rates above 5% concerning. Give a short interpretation.

Follow the reasoning stages below:

1. Identify the regulatory benchmark as a population proportion of 0.05.
2. Compare that benchmark with the reported confidence interval.
3. Determine whether all plausible parameter values lie above the benchmark.
4. State what can and cannot be concluded about whether the true missed-payment rate exceeds the threshold.

Show the reasoning or calculations necessary for this specific question, then provide the final answer.",Adaptive Multi-Agent Student–Tutor,Qwen3-32B-Instruct,3
15,Confidence Interval,Social Survey,Medium,Calculation,ch_foundations_for_inf_28,"Minimum wage, Part II

In Exercise~[ref: minimum_wage_prop_1],
we learned that a Rasmussen Reports survey
of 1,000 US adults found that 42% believe
raising the minimum wage will help the economy.
Construct a 99% confidence interval for the
true proportion of US adults who believe this.","\qt{Minimum wage, Part II\label{minimum_wage_prop_2}}
In Exercise~\ref{minimum_wage_prop_1},
we learned that a Rasmussen Reports survey
of 1,000 US adults found that 42\% believe
raising the minimum wage will help the economy.
Construct a 99\% confidence interval for the
true proportion of US adults who believe this.","In a random sample of 1,200 adults, 684 say they support a four-day work week. Construct a 95% confidence interval for the true support proportion.",,0.5420 to 0.5980,"p̂=684/1200=0.57. SE=sqrt[0.57(0.43)/1200]=0.014292. Using z*=1.96, CI=0.57±1.96×0.014292=0.5420 to 0.5980.","In a random sample of 1,200 adults, 684 say they support a four-day work week. Construct a 95% confidence interval for the true support proportion.","1. Compute the sample support proportion from the survey count.
2. Check the usual conditions for a normal-based proportion confidence interval.
3. Compute the standard error using full precision.
4. Apply the critical value for the stated confidence level and calculate both interval endpoints.","In a random sample of 1,200 adults, 684 say they support a four-day work week. Construct a 95% confidence interval for the true support proportion.

Follow the reasoning stages below:

1. Compute the sample support proportion from the survey count.
2. Check the usual conditions for a normal-based proportion confidence interval.
3. Compute the standard error using full precision.
4. Apply the critical value for the stated confidence level and calculate both interval endpoints.

Show the reasoning or calculations necessary for this specific question, then provide the final answer.",Adaptive Multi-Agent Student–Tutor,Qwen3-32B-Instruct,3
16,Confidence Interval,Social Survey,Medium,Calculation,ch_foundations_for_inf_27_3,"Relaxing after work

The General Social Survey asked the question:
``After an average work day, about how many hours do you have to relax or pursue 
activities that you enjoy?"" to a random sample of 1,155 Americans.[source: data:gss] A 95% confidence interval for the mean number of hours spent 
relaxing or pursuing activities they enjoy was (1.38, 1.92).

Suppose next year a new survey asking the same question is conducted, and 
this time the sample size is 2,500. Assuming that the population 
characteristics, with respect to how much time people spend relaxing after work, 
have not changed much within a year. How will the margin of error of the 95% 
confidence interval constructed based on data from the new survey compare to the 
margin of error of the interval stated above?","\qt{Relaxing after work\label{relax_after_work}} The General Social Survey asked the question:
``After an average work day, about how many hours do you have to relax or pursue 
activities that you enjoy?"" to a random sample of 1,155 Americans.\footfullcite{data:gss} A 95\% confidence interval for the mean number of hours spent 
relaxing or pursuing activities they enjoy was (1.38, 1.92).
\begin{parts}
\item Interpret this interval in context of the data.
\item Suppose another set of researchers reported a confidence interval with a 
larger margin of error based on the same sample of 1,155 Americans. How does 
their confidence level compare to the confidence level of the interval stated 
above?
\item Suppose next year a new survey asking the same question is conducted, and 
this time the sample size is 2,500. Assuming that the population 
characteristics, with respect to how much time people spend relaxing after work, 
have not changed much within a year. How will the margin of error of the 95\% 
confidence interval constructed based on data from the new survey compare to the 
margin of error of the interval stated above?
\end{parts}",A random sample of 400 commuters has a mean daily commute time of 38 minutes with a sample standard deviation of 16 minutes. Construct a 95% confidence interval for the population mean commute time. Assume the conditions for a one-sample t confidence interval are satisfied.,,36.43 to 39.57 minutes,"Use a one-sample t interval because the population standard deviation is unknown. SE=16/sqrt(400)=0.8, df=399, t*=1.966. CI=38±1.966×0.8=36.43 to 39.57 minutes.",A random sample of 400 commuters has a mean daily commute time of 38 minutes with a sample standard deviation of 16 minutes. Construct a 95% confidence interval for the population mean commute time. Assume the conditions for a one-sample t confidence interval are satisfied.,"1. Identify the appropriate confidence interval for a population mean when the population standard deviation is unknown.
2. Compute the standard error from the sample standard deviation and sample size.
3. Determine the degrees of freedom and critical value.
4. Construct the interval and round the final endpoints appropriately.","A random sample of 400 commuters has a mean daily commute time of 38 minutes with a sample standard deviation of 16 minutes. Construct a 95% confidence interval for the population mean commute time. Assume the conditions for a one-sample t confidence interval are satisfied.

Follow the reasoning stages below:

1. Identify the appropriate confidence interval for a population mean when the population standard deviation is unknown.
2. Compute the standard error from the sample standard deviation and sample size.
3. Determine the degrees of freedom and critical value.
4. Construct the interval and round the final endpoints appropriately.

Show the reasoning or calculations necessary for this specific question, then provide the final answer.",Adaptive Multi-Agent Student–Tutor,Qwen3-32B-Instruct,3
17,Confidence Interval,Social Survey,Medium,Calculation,ch_inference_for_props_43_1,"College smokers

We are interested 
in estimating the proportion of students at a university who smoke. Out of a 
random sample of 200 students from this university, 40 students smoke.

Calculate a 95% confidence interval for the proportion of students at 
this university who smoke, and interpret this interval in context. 
(Reminder: Check conditions.)","\qt{College smokers\label{college_smokers_CI_sample_size}} We are interested 
in estimating the proportion of students at a university who smoke. Out of a 
random sample of 200 students from this university, 40 students smoke.
\begin{parts}
\item Calculate a 95\% confidence interval for the proportion of students at 
this university who smoke, and interpret this interval in context. 
(Reminder: Check conditions.)
\item If we wanted the margin of error to be no larger than 2\% at a 95\% 
confidence level for the proportion of students who smoke, how big of a 
sample would we need? 
\end{parts}","In a random sample of 900 residents, 351 say they trust local news sources. Construct a 90% confidence interval for the population proportion.",,0.3633 to 0.4167,"p̂=351/900=0.39. SE=sqrt[0.39(0.61)/900]=0.016258. Using z*=1.645, CI=0.39±1.645×0.016258=0.3633 to 0.4167.","In a random sample of 900 residents, 351 say they trust local news sources. Construct a 90% confidence interval for the population proportion.","1. Compute the sample proportion that trusts local news.
2. Verify that the normal approximation for a proportion interval is reasonable.
3. Compute the standard error without early rounding.
4. Use the critical value for the stated confidence level to obtain the lower and upper bounds.","In a random sample of 900 residents, 351 say they trust local news sources. Construct a 90% confidence interval for the population proportion.

Follow the reasoning stages below:

1. Compute the sample proportion that trusts local news.
2. Verify that the normal approximation for a proportion interval is reasonable.
3. Compute the standard error without early rounding.
4. Use the critical value for the stated confidence level to obtain the lower and upper bounds.

Show the reasoning or calculations necessary for this specific question, then provide the final answer.",Adaptive Multi-Agent Student–Tutor,Qwen3-32B-Instruct,3
18,Confidence Interval,Social Survey,Medium,Calculation,ch_inference_for_props_45_5,"Life after college

We are interested in 
estimating the proportion of graduates at a mid-sized university who found 
a job within one year of completing their undergraduate degree. Suppose we 
conduct a survey and find out that 348 of the 400 randomly sampled graduates 
found jobs. The graduating class under consideration included over 4500 students.

Now calculate a 99% confidence interval for the same parameter and 
interpret it in the context of the data.","\qt{Life after college\label{life_after_college_CI}} We are interested in 
estimating the proportion of graduates at a mid-sized university who found 
a job within one year of completing their undergraduate degree. Suppose we 
conduct a survey and find out that 348 of the 400 randomly sampled graduates 
found jobs. The graduating class under consideration included over 4500 students.
\begin{parts}
\item Describe the population parameter of interest. What is the value of 
the point estimate of this parameter?
\item Check if the conditions for constructing a confidence interval based 
on these data are met.
\item Calculate a 95\% confidence interval for the proportion of graduates 
who found a job within one year of completing their undergraduate degree at 
this university, and interpret it in the context of the data.
\item What does ``95\% confidence"" mean?
\item Now calculate a 99\% confidence interval for the same parameter and 
interpret it in the context of the data.
\item Compare the widths of the 95\% and 99\% confidence intervals. Which 
one is wider? Explain.
\end{parts}",A random sample of 256 people reports a mean of 2.8 hours of daily social media use with a sample standard deviation of 1.6 hours. Construct a 95% confidence interval for the population mean. Assume the conditions for a one-sample t confidence interval are satisfied.,,2.603 to 2.997 hours,"Use a one-sample t interval because the population standard deviation is unknown. SE=1.6/sqrt(256)=0.1, df=255, t*=1.969. CI=2.8±1.969×0.1=2.603 to 2.997 hours.",A random sample of 256 people reports a mean of 2.8 hours of daily social media use with a sample standard deviation of 1.6 hours. Construct a 95% confidence interval for the population mean. Assume the conditions for a one-sample t confidence interval are satisfied.,"1. Determine the appropriate confidence-interval method for a mean when the population standard deviation is unknown.
2. Compute the standard error and degrees of freedom.
3. Obtain the critical value for the requested confidence level.
4. Use the point estimate and margin of error to calculate the two confidence limits.","A random sample of 256 people reports a mean of 2.8 hours of daily social media use with a sample standard deviation of 1.6 hours. Construct a 95% confidence interval for the population mean. Assume the conditions for a one-sample t confidence interval are satisfied.

Follow the reasoning stages below:

1. Determine the appropriate confidence-interval method for a mean when the population standard deviation is unknown.
2. Compute the standard error and degrees of freedom.
3. Obtain the critical value for the requested confidence level.
4. Use the point estimate and margin of error to calculate the two confidence limits.

Show the reasoning or calculations necessary for this specific question, then provide the final answer.",Adaptive Multi-Agent Student–Tutor,Qwen3-32B-Instruct,3
19,Confidence Interval,Social Survey,Medium,Calculation,ch_foundations_for_inf_30_1,"True or false

Determine if the following statements are true or false, and 
explain your reasoning. If false, state how it could be corrected.

If a given value (for example, the null hypothesized value of a parameter) 
is within a 95% confidence interval, it will also be within a 99% confidence 
interval.","\qt{True or false\label{tf_found_inf_prop_friendly}}
Determine if the following statements are true or false, and 
explain your reasoning. If false, state how it could be corrected.
\begin{parts}
\item If a given value (for example, the null hypothesized value of a parameter) 
is within a 95\% confidence interval, it will also be within a 99\% confidence 
interval.
\item Decreasing the significance level ($\alpha$) will increase the probability 
of making a Type~1 Error.
\item Suppose the null hypothesis is $p = 0.5$ and we fail to reject $H_0$. 
Under this scenario, the true population proportion is 0.5.
\item With large sample sizes, even small differences between the null value and 
the observed point estimate, a difference often called the
effect size\index{effect size}, will be identified as statistically significant.
\end{parts}","In a random sample of 625 voters, 275 prefer online voting. Construct a 95% confidence interval for the true proportion.",,0.4011 to 0.4789,"p̂=275/625=0.44. SE=sqrt[0.44(0.56)/625]=0.019855. Using z*=1.96, CI=0.44±1.96×0.019855=0.4011 to 0.4789.","In a random sample of 625 voters, 275 prefer online voting. Construct a 95% confidence interval for the true proportion.","1. Convert the number preferring online voting into a sample proportion.
2. Check the success-failure and sampling conditions needed for the interval.
3. Calculate the standard error using the sample proportion.
4. Form the confidence interval with the appropriate critical value and report its endpoints.","In a random sample of 625 voters, 275 prefer online voting. Construct a 95% confidence interval for the true proportion.

Follow the reasoning stages below:

1. Convert the number preferring online voting into a sample proportion.
2. Check the success-failure and sampling conditions needed for the interval.
3. Calculate the standard error using the sample proportion.
4. Form the confidence interval with the appropriate critical value and report its endpoints.

Show the reasoning or calculations necessary for this specific question, then provide the final answer.",Adaptive Multi-Agent Student–Tutor,Qwen3-32B-Instruct,3
20,Confidence Interval,Marketing,Medium,Multiple Choice,ch_inference_for_props_44_1,"Acetaminophen and liver damage

It 
is believed that large doses of acetaminophen (the active ingredient in over 
the counter pain relievers like Tylenol) may cause damage to the liver. A 
researcher wants to conduct a study to estimate the proportion of 
acetaminophen users who have liver damage. For participating in this study, 
he will pay each subject $20 and provide a free medical consultation if the 
patient has liver damage.

If he wants to limit the margin of error of his 98% confidence 
interval to 2%, what is the minimum amount of money he needs to set aside 
to pay his subjects?","\qt{Acetaminophen and liver damage\label{acetaminophen_CI_sample_size}} It 
is believed that large doses of acetaminophen (the active ingredient in over 
the counter pain relievers like Tylenol) may cause damage to the liver. A 
researcher wants to conduct a study to estimate the proportion of 
acetaminophen users who have liver damage. For participating in this study, 
he will pay each subject \$20 and provide a free medical consultation if the 
patient has liver damage.
\begin{parts}
\item If he wants to limit the margin of error of his 98\% confidence 
interval to 2\%, what is the minimum amount of money he needs to set aside 
to pay his subjects?
\item The amount you calculated in part (a) is substantially over his budget 
so he decides to use fewer subjects. How will this affect the width of his 
confidence interval?
\end{parts}","A company is constructing a confidence interval for the proportion of customers who recognize a new brand slogan. Which changes would reduce the margin of error, all else equal? Select all that apply.","A. Increase the sample size
B. Use a lower confidence level
C. Use a smaller sample size
D. Use a higher confidence level","A, B",Margin of error decreases when the sample size increases and when the confidence level is lowered. A smaller sample size or a higher confidence level increases the margin of error.,"A company is constructing a confidence interval for the proportion of customers who recognize a new brand slogan. Which changes would reduce the margin of error, all else equal? Select all that apply.

Options:
A. Increase the sample size
B. Use a lower confidence level
C. Use a smaller sample size
D. Use a higher confidence level","1. Recall the components that determine the margin of error for a confidence interval for a proportion.
2. For each option, determine how it changes the standard error or the critical value.
3. Decide whether that change makes the margin of error smaller or larger.
4. Select every option that reduces the margin of error.","A company is constructing a confidence interval for the proportion of customers who recognize a new brand slogan. Which changes would reduce the margin of error, all else equal? Select all that apply.

Options:
A. Increase the sample size
B. Use a lower confidence level
C. Use a smaller sample size
D. Use a higher confidence level

Follow the reasoning stages below:

1. Recall the components that determine the margin of error for a confidence interval for a proportion.
2. For each option, determine how it changes the standard error or the critical value.
3. Decide whether that change makes the margin of error smaller or larger.
4. Select every option that reduces the margin of error.

Show the reasoning or calculations necessary for this specific question, then provide the final answer.",Adaptive Multi-Agent Student–Tutor,Qwen3-32B-Instruct,3
21,Confidence Interval,Marketing,Medium,Multiple Choice,ch_inference_for_props_45_6,"Life after college

We are interested in 
estimating the proportion of graduates at a mid-sized university who found 
a job within one year of completing their undergraduate degree. Suppose we 
conduct a survey and find out that 348 of the 400 randomly sampled graduates 
found jobs. The graduating class under consideration included over 4500 students.

Compare the widths of the 95% and 99% confidence intervals. Which 
one is wider? Explain.","\qt{Life after college\label{life_after_college_CI}} We are interested in 
estimating the proportion of graduates at a mid-sized university who found 
a job within one year of completing their undergraduate degree. Suppose we 
conduct a survey and find out that 348 of the 400 randomly sampled graduates 
found jobs. The graduating class under consideration included over 4500 students.
\begin{parts}
\item Describe the population parameter of interest. What is the value of 
the point estimate of this parameter?
\item Check if the conditions for constructing a confidence interval based 
on these data are met.
\item Calculate a 95\% confidence interval for the proportion of graduates 
who found a job within one year of completing their undergraduate degree at 
this university, and interpret it in the context of the data.
\item What does ``95\% confidence"" mean?
\item Now calculate a 99\% confidence interval for the same parameter and 
interpret it in the context of the data.
\item Compare the widths of the 95\% and 99\% confidence intervals. Which 
one is wider? Explain.
\end{parts}",A marketing team reports a 95% confidence interval for the average amount customers spend per visit. Which interpretations are valid? Select all that apply.,"A. The interval estimates the population mean spending amount.
B. The interval says 95% of individual customers spend inside the interval.
C. Repeated random samples would produce intervals that capture the true mean about 95% of the time.
D. The interval gives a plausible range for the true mean.","A, C, D","A CI is about the population parameter and the long-run performance of the method, not the percentage of individual observations inside the interval.","A marketing team reports a 95% confidence interval for the average amount customers spend per visit. Which interpretations are valid? Select all that apply.

Options:
A. The interval estimates the population mean spending amount.
B. The interval says 95% of individual customers spend inside the interval.
C. Repeated random samples would produce intervals that capture the true mean about 95% of the time.
D. The interval gives a plausible range for the true mean.","1. Identify the parameter targeted by a confidence interval for average customer spending.
2. Separate statements about the population mean from statements about individual customer spending.
3. Apply the long-run repeated-sampling interpretation of a 95% confidence procedure.
4. Evaluate each option and select all interpretations that are statistically valid.","A marketing team reports a 95% confidence interval for the average amount customers spend per visit. Which interpretations are valid? Select all that apply.

Options:
A. The interval estimates the population mean spending amount.
B. The interval says 95% of individual customers spend inside the interval.
C. Repeated random samples would produce intervals that capture the true mean about 95% of the time.
D. The interval gives a plausible range for the true mean.

Follow the reasoning stages below:

1. Identify the parameter targeted by a confidence interval for average customer spending.
2. Separate statements about the population mean from statements about individual customer spending.
3. Apply the long-run repeated-sampling interpretation of a 95% confidence procedure.
4. Evaluate each option and select all interpretations that are statistically valid.

Show the reasoning or calculations necessary for this specific question, then provide the final answer.",Adaptive Multi-Agent Student–Tutor,Qwen3-32B-Instruct,3
22,Confidence Interval,Marketing,Medium,Multiple Choice,ch_inference_for_props_48_3,"2010 Healthcare Law

On June 28, 2012 the 
U.S. Supreme Court upheld the much debated 2010 healthcare law, declaring it 
constitutional. A Gallup poll released the day after this decision indicates 
that 46% of 1,012 Americans agree with this decision. At a 95% confidence 
level, this sample has a 3% margin of error. Based on this information, 
determine if the following statements are true or false, and explain your 
reasoning.[source: data:healthcare2010]

If we considered many random samples of 1,012 Americans, and we 
calculated the sample proportions of those who support the decision of the 
U.S. Supreme Court, 95% of those sample proportions will be between 43% and 
49%.","\qt{2010 Healthcare Law\label{healthcare_CI_concept}} On June 28, 2012 the 
U.S. Supreme Court upheld the much debated 2010 healthcare law, declaring it 
constitutional. A Gallup poll released the day after this decision indicates 
that 46\% of 1,012 Americans agree with this decision. At a 95\% confidence 
level, this sample has a 3\% margin of error. Based on this information, 
determine if the following statements are true or false, and explain your 
reasoning.\footfullcite{data:healthcare2010}
\begin{parts}
\item We are 95\% confident that between  43\% and 49\% of Americans in this 
sample support the decision of the U.S. Supreme Court on the 2010 healthcare 
law.
\item We are 95\% confident that between 43\% and 49\% of Americans support 
the decision of the U.S. Supreme Court on the 2010 healthcare law.
\item If we considered many random samples of 1,012 Americans, and we 
calculated the sample proportions of those who support the decision of the 
U.S. Supreme Court, 95\% of those sample proportions will be between 43\% and 
49\%.
\item The margin of error at a 90\% confidence level would be higher than 3\%.
\end{parts}","For a 95% confidence interval for a population proportion, which conditions are usually checked? Select all that apply.","A. Observations are randomly sampled or otherwise reasonably independent.
B. The expected number of successes is sufficiently large for the normal approximation.
C. The sample mean must equal the population mean.
D. The expected number of failures is sufficiently large for the normal approximation.","A, B, D",A proportion confidence interval requires an appropriate random/independence condition and enough expected successes and failures for the normal approximation.,"For a 95% confidence interval for a population proportion, which conditions are usually checked? Select all that apply.

Options:
A. Observations are randomly sampled or otherwise reasonably independent.
B. The expected number of successes is sufficiently large for the normal approximation.
C. The sample mean must equal the population mean.
D. The expected number of failures is sufficiently large for the normal approximation.","1. Recall the sampling/independence requirement for a confidence interval for a population proportion.
2. Consider the expected number of successes required for a normal approximation.
3. Consider the expected number of failures required for the same approximation.
4. Evaluate each option and select all conditions that are relevant.","For a 95% confidence interval for a population proportion, which conditions are usually checked? Select all that apply.

Options:
A. Observations are randomly sampled or otherwise reasonably independent.
B. The expected number of successes is sufficiently large for the normal approximation.
C. The sample mean must equal the population mean.
D. The expected number of failures is sufficiently large for the normal approximation.

Follow the reasoning stages below:

1. Recall the sampling/independence requirement for a confidence interval for a population proportion.
2. Consider the expected number of successes required for a normal approximation.
3. Consider the expected number of failures required for the same approximation.
4. Evaluate each option and select all conditions that are relevant.

Show the reasoning or calculations necessary for this specific question, then provide the final answer.",Adaptive Multi-Agent Student–Tutor,Qwen3-32B-Instruct,3
