No,Knowledge Area,Scenario,Difficulty,Question Type,Source ID,original_text,raw_latex,Adapted Question,Options,Correct Answer,Solution / Key Steps,prompt_direct,cot_reasoning_scaffold,prompt_cot,student_tutor_strategy,tutor_model,tutor_max_turns,,,,,,,,,
11,Probability,Healthcare,Easy,Multiple Choice,ch_probability_40_1,"Health coverage, frequencies

The 
Behavioral Risk Factor Surveillance System (BRFSS) is an annual telephone survey 
designed to identify risk factors in the adult population and report emerging 
health trends. The following table summarizes two variables for the respondents: 
health status and health coverage, which describes whether each respondent had 
health insurance. [source: data:BRFSS2010]

Table:
| 5cHealth Status | | | | | | | |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Excellent | Very good | Good | Fair | Poor | Total | | |
| Health | No | 459 | 727 | 854 | 385 | 99 | 2,524 |
| Coverage | Yes | 4,198 | 6,245 | 4,821 | 1,634 | 578 | 17,476 |
| Total | 4,657 | 6,972 | 5,675 | 2,019 | 677 | 20,000 | |

If we draw one individual at random, what is the probability that the 
respondent has excellent health and doesn't have health coverage?","\qt{Health coverage, frequencies\label{health_coverage_freqs}} The 
Behavioral Risk Factor Surveillance System (BRFSS) is an annual telephone survey 
designed to identify risk factors in the adult population and report emerging 
health trends. The following table summarizes two variables for the respondents: 
health status and health coverage, which describes whether each respondent had 
health insurance. \footfullcite{data:BRFSS2010}
\begin{center}
\begin{tabular}{rrrrrrrr}
                    &       & \multicolumn{5}{c}{\textit{Health Status}} &  \\ 
\cline{3-7}
                    &       & Excellent & Very good & Good  & Fair  & Poor  & Total\\ 
\cline{2-8}
\textit{Health}     & No    & 459       & 727       & 854   & 385   & 99    & 2,524 \\ 
\textit{Coverage}   & Yes   & 4,198     & 6,245     & 4,821 & 1,634 & 578   & 17,476 \\ 
\cline{2-8}
                    & Total & 4,657     & 6,972     & 5,675 & 2,019 & 677   & 20,000
\end{tabular}
\end{center}
\begin{parts}
\item If we draw one individual at random, what is the probability that the 
respondent has excellent health and doesn't have health coverage?
\item If we draw one individual at random, what is the probability that the 
respondent has excellent health or doesn't have health coverage?
\end{parts}",A survey of 428 patients found that 368 had health insurance. Which of the following statements are correct? Select all that apply.,"A. The sample proportion with health insurance is approximately 0.860.
B. Approximately 14.0% of the sampled patients did not have health insurance.
C. The sample proportion without health insurance is approximately 0.860.
D. More than 80% of the sampled patients had health insurance.","A, B, D","Compute the sample proportion with health insurance: 368/428 ≈ 0.860.
The proportion without health insurance is 1 - 0.860 = 0.140, or about 14.0%.
Since 0.860 > 0.80, more than 80% of the sampled patients had health insurance.
Therefore, A, B, and D are correct.","A survey of 428 patients found that 368 had health insurance. Which of the following statements are correct? Select all that apply.

Options:
A. The sample proportion with health insurance is approximately 0.860.
B. Approximately 14.0% of the sampled patients did not have health insurance.
C. The sample proportion without health insurance is approximately 0.860.
D. More than 80% of the sampled patients had health insurance.

","1. Calculate the sample proportion with health insurance.
2. Calculate the complementary sample proportion without health insurance.
3. Distinguish statements about this observed sample from unsupported claims about a wider population.
4. Check every option against the sample counts and proportions.
5. Select all and only the statements supported by the data.","A survey of 428 patients found that 368 had health insurance. Which of the following statements are correct? Select all that apply.

Options:
A. The sample proportion with health insurance is approximately 0.860.
B. Approximately 14.0% of the sampled patients did not have health insurance.
C. The sample proportion without health insurance is approximately 0.860.
D. More than 80% of the sampled patients had health insurance.

Follow the reasoning stages below:

1. Calculate the sample proportion with health insurance.
2. Calculate the complementary sample proportion without health insurance.
3. Distinguish statements about this observed sample from unsupported claims about a wider population.
4. Check every option against the sample counts and proportions.
5. Select all and only the statements supported by the data.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
12,Probability,Healthcare,Easy,Multiple Choice,ch_probability_40_1,"Health coverage, frequencies

The 
Behavioral Risk Factor Surveillance System (BRFSS) is an annual telephone survey 
designed to identify risk factors in the adult population and report emerging 
health trends. The following table summarizes two variables for the respondents: 
health status and health coverage, which describes whether each respondent had 
health insurance. [source: data:BRFSS2010]

Table:
| 5cHealth Status | | | | | | | |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Excellent | Very good | Good | Fair | Poor | Total | | |
| Health | No | 459 | 727 | 854 | 385 | 99 | 2,524 |
| Coverage | Yes | 4,198 | 6,245 | 4,821 | 1,634 | 578 | 17,476 |
| Total | 4,657 | 6,972 | 5,675 | 2,019 | 677 | 20,000 | |

If we draw one individual at random, what is the probability that the 
respondent has excellent health and doesn't have health coverage?","\qt{Health coverage, frequencies\label{health_coverage_freqs}} The 
Behavioral Risk Factor Surveillance System (BRFSS) is an annual telephone survey 
designed to identify risk factors in the adult population and report emerging 
health trends. The following table summarizes two variables for the respondents: 
health status and health coverage, which describes whether each respondent had 
health insurance. \footfullcite{data:BRFSS2010}
\begin{center}
\begin{tabular}{rrrrrrrr}
                    &       & \multicolumn{5}{c}{\textit{Health Status}} &  \\ 
\cline{3-7}
                    &       & Excellent & Very good & Good  & Fair  & Poor  & Total\\ 
\cline{2-8}
\textit{Health}     & No    & 459       & 727       & 854   & 385   & 99    & 2,524 \\ 
\textit{Coverage}   & Yes   & 4,198     & 6,245     & 4,821 & 1,634 & 578   & 17,476 \\ 
\cline{2-8}
                    & Total & 4,657     & 6,972     & 5,675 & 2,019 & 677   & 20,000
\end{tabular}
\end{center}
\begin{parts}
\item If we draw one individual at random, what is the probability that the 
respondent has excellent health and doesn't have health coverage?
\item If we draw one individual at random, what is the probability that the 
respondent has excellent health or doesn't have health coverage?
\end{parts}","In a survey of 500 university students, 320 reported using public transport at least once a week. Which of the following statements are supported by the sample data? Select all that apply.","A. The sample proportion using public transport is 0.64.
B. 36% of the sampled students did not report using public transport at least once a week.
C. The sample provides evidence that exactly 64% of all university students use public transport at least once a week.
D. 180 students in the sample did not report using public transport at least once a week.","A, B, D","The sample proportion using public transport is 320/500 = 0.64.
The number not using public transport at least once a week is 500 - 320 = 180,
so the corresponding sample proportion is 180/500 = 0.36, or 36%.
However, a sample proportion of 0.64 does not establish that exactly 64% of the entire university-student population uses public transport.
Therefore, A, B, and D are correct.","In a survey of 500 university students, 320 reported using public transport at least once a week. Which of the following statements are supported by the sample data? Select all that apply.

Options:
A. The sample proportion using public transport is 0.64.
B. 36% of the sampled students did not report using public transport at least once a week.
C. The sample provides evidence that exactly 64% of all university students use public transport at least once a week.
D. 180 students in the sample did not report using public transport at least once a week.

","1. Calculate the sample proportion using public transport.
2. Calculate the complementary count and sample proportion not using public transport.
3. Distinguish sample-based statements from claims about the population.
4. Check every option against the observed sample information.
5. Select all and only the supported statements.","In a survey of 500 university students, 320 reported using public transport at least once a week. Which of the following statements are supported by the sample data? Select all that apply.

Options:
A. The sample proportion using public transport is 0.64.
B. 36% of the sampled students did not report using public transport at least once a week.
C. The sample provides evidence that exactly 64% of all university students use public transport at least once a week.
D. 180 students in the sample did not report using public transport at least once a week.

Follow the reasoning stages below:

1. Calculate the sample proportion using public transport.
2. Calculate the complementary count and sample proportion not using public transport.
3. Distinguish sample-based statements from claims about the population.
4. Check every option against the observed sample information.
5. Select all and only the supported statements.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
13,Probability,Healthcare,Easy,Multiple Choice,ch_probability_40_1,"Health coverage, frequencies

The 
Behavioral Risk Factor Surveillance System (BRFSS) is an annual telephone survey 
designed to identify risk factors in the adult population and report emerging 
health trends. The following table summarizes two variables for the respondents: 
health status and health coverage, which describes whether each respondent had 
health insurance. [source: data:BRFSS2010]

Table:
| 5cHealth Status | | | | | | | |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Excellent | Very good | Good | Fair | Poor | Total | | |
| Health | No | 459 | 727 | 854 | 385 | 99 | 2,524 |
| Coverage | Yes | 4,198 | 6,245 | 4,821 | 1,634 | 578 | 17,476 |
| Total | 4,657 | 6,972 | 5,675 | 2,019 | 677 | 20,000 | |

If we draw one individual at random, what is the probability that the 
respondent has excellent health and doesn't have health coverage?","\qt{Health coverage, frequencies\label{health_coverage_freqs}} The 
Behavioral Risk Factor Surveillance System (BRFSS) is an annual telephone survey 
designed to identify risk factors in the adult population and report emerging 
health trends. The following table summarizes two variables for the respondents: 
health status and health coverage, which describes whether each respondent had 
health insurance. \footfullcite{data:BRFSS2010}
\begin{center}
\begin{tabular}{rrrrrrrr}
                    &       & \multicolumn{5}{c}{\textit{Health Status}} &  \\ 
\cline{3-7}
                    &       & Excellent & Very good & Good  & Fair  & Poor  & Total\\ 
\cline{2-8}
\textit{Health}     & No    & 459       & 727       & 854   & 385   & 99    & 2,524 \\ 
\textit{Coverage}   & Yes   & 4,198     & 6,245     & 4,821 & 1,634 & 578   & 17,476 \\ 
\cline{2-8}
                    & Total & 4,657     & 6,972     & 5,675 & 2,019 & 677   & 20,000
\end{tabular}
\end{center}
\begin{parts}
\item If we draw one individual at random, what is the probability that the 
respondent has excellent health and doesn't have health coverage?
\item If we draw one individual at random, what is the probability that the 
respondent has excellent health or doesn't have health coverage?
\end{parts}",A financial survey finds that 258 out of 300 investors hold at least one low-risk asset. Which of the following statements are correct based on the sample? Select all that apply.,"A. The sample proportion holding at least one low-risk asset is 0.86.
B. The sample proportion not holding any low-risk asset is 0.14.
C. 42 investors in the sample do not hold any low-risk asset.
D. The probability that a randomly selected investor from the entire population holds a low-risk asset is known to be exactly 0.86.","A, B, C","The sample proportion holding at least one low-risk asset is 258/300 = 0.86.
The proportion not holding any low-risk asset is 1 - 0.86 = 0.14.
The corresponding number of investors is 300 - 258 = 42.
The value 0.86 is a sample proportion and does not establish that the population probability is exactly 0.86.
Therefore, A, B, and C are correct.","A financial survey finds that 258 out of 300 investors hold at least one low-risk asset. Which of the following statements are correct based on the sample? Select all that apply.

Options:
A. The sample proportion holding at least one low-risk asset is 0.86.
B. The sample proportion not holding any low-risk asset is 0.14.
C. 42 investors in the sample do not hold any low-risk asset.
D. The probability that a randomly selected investor from the entire population holds a low-risk asset is known to be exactly 0.86.","1. Calculate the sample proportion holding at least one low-risk asset.
2. Calculate the complementary count and sample proportion.
3. Distinguish statements about the observed sample from claims about the wider investor population.
4. Check every option against the sample information.
5. Select all and only the supported statements.","A financial survey finds that 258 out of 300 investors hold at least one low-risk asset. Which of the following statements are correct based on the sample? Select all that apply.

Options:
A. The sample proportion holding at least one low-risk asset is 0.86.
B. The sample proportion not holding any low-risk asset is 0.14.
C. 42 investors in the sample do not hold any low-risk asset.
D. The probability that a randomly selected investor from the entire population holds a low-risk asset is known to be exactly 0.86.

Follow the reasoning stages below:

1. Calculate the sample proportion holding at least one low-risk asset.
2. Calculate the complementary count and sample proportion.
3. Distinguish statements about the observed sample from claims about the wider investor population.
4. Check every option against the sample information.
5. Select all and only the supported statements.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
14,Probability,Social Survey,Medium,Calculation,ch_distributions_41_1,"Married women

The American Community Survey 
estimates that 47.1% of women ages 15 years and over are married.
[source: marWomenACS]

We randomly select three women between these ages. What is the 
probability that the third woman selected is the only one who is married?","\qt{Married women} \label{married_women} The American Community Survey 
estimates that 47.1\% of women ages 15 years and over are married.
\footfullcite{marWomenACS}
\begin{parts}
\item We randomly select three women between these ages. What is the 
probability that the third woman selected is the only one who is married?
\item What is the probability that all three randomly selected women are 
married?
\item On average, how many women would you expect to sample before selecting 
a married woman? What is the standard deviation?
\item If the proportion of married women was actually 30\%, how many women 
would you expect to sample before selecting a married woman? What is the 
standard deviation?
\item Based on your answers to parts (c) and (d), how does decreasing the 
probability of an event affect the mean and standard deviation of the wait 
time until success?
\end{parts}",A survey estimates that 42% of adults subscribe to a weekly news digest. Three adults are randomly selected. What is the probability that only the third selected adult subscribes?,,0.1413,The first two must not subscribe and the third must subscribe: (0.58)(0.58)(0.42)=0.1413.,"A survey estimates that 42% of adults subscribe to a weekly news digest. Three adults are randomly selected. What is the probability that only the third selected adult subscribes?

","1. Translate “only the third selected adult subscribes” into the required sequence of subscription and non-subscription outcomes.
2. Identify the probability of subscription and its complement.
3. Assuming independent selections, multiply the probabilities for the required sequence.
4. Calculate the resulting probability.
5. State what the probability represents.","A survey estimates that 42% of adults subscribe to a weekly news digest. Three adults are randomly selected. What is the probability that only the third selected adult subscribes?

Follow the reasoning stages below:

1. Translate “only the third selected adult subscribes” into the required sequence of subscription and non-subscription outcomes.
2. Identify the probability of subscription and its complement.
3. Assuming independent selections, multiply the probabilities for the required sequence.
4. Calculate the resulting probability.
5. State what the probability represents.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
15,Probability,Social Survey,Medium,Calculation,ch_distributions_41_2,"Married women

The American Community Survey 
estimates that 47.1% of women ages 15 years and over are married.
[source: marWomenACS]

What is the probability that all three randomly selected women are 
married?","\qt{Married women} \label{married_women} The American Community Survey 
estimates that 47.1\% of women ages 15 years and over are married.
\footfullcite{marWomenACS}
\begin{parts}
\item We randomly select three women between these ages. What is the 
probability that the third woman selected is the only one who is married?
\item What is the probability that all three randomly selected women are 
married?
\item On average, how many women would you expect to sample before selecting 
a married woman? What is the standard deviation?
\item If the proportion of married women was actually 30\%, how many women 
would you expect to sample before selecting a married woman? What is the 
standard deviation?
\item Based on your answers to parts (c) and (d), how does decreasing the 
probability of an event affect the mean and standard deviation of the wait 
time until success?
\end{parts}","A survey estimates that 38% of residents use public sports facilities monthly. If four residents are randomly selected, what is the probability that all four use the facilities monthly?",,0.0209,"Assuming independence, P(all four)=0.38^4=0.0209.","A survey estimates that 38% of residents use public sports facilities monthly. If four residents are randomly selected, what is the probability that all four use the facilities monthly?

","1. Identify the probability that one resident uses the facilities monthly.
2. Recognize that the event requires all four selected residents to satisfy the same condition.
3. Under the independence assumption, write the probability of the joint event.
4. Calculate the probability.
5. Interpret the result.","A survey estimates that 38% of residents use public sports facilities monthly. If four residents are randomly selected, what is the probability that all four use the facilities monthly?

Follow the reasoning stages below:

1. Identify the probability that one resident uses the facilities monthly.
2. Recognize that the event requires all four selected residents to satisfy the same condition.
3. Under the independence assumption, write the probability of the joint event.
4. Calculate the probability.
5. Interpret the result.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
16,Probability,Social Survey,Medium,Calculation,ch_distributions_41_5,"Married women

The American Community Survey 
estimates that 47.1% of women ages 15 years and over are married.
[source: marWomenACS]

Based on your answers to parts (c) and (d), how does decreasing the 
probability of an event affect the mean and standard deviation of the wait 
time until success?","\qt{Married women} \label{married_women} The American Community Survey 
estimates that 47.1\% of women ages 15 years and over are married.
\footfullcite{marWomenACS}
\begin{parts}
\item We randomly select three women between these ages. What is the 
probability that the third woman selected is the only one who is married?
\item What is the probability that all three randomly selected women are 
married?
\item On average, how many women would you expect to sample before selecting 
a married woman? What is the standard deviation?
\item If the proportion of married women was actually 30\%, how many women 
would you expect to sample before selecting a married woman? What is the 
standard deviation?
\item Based on your answers to parts (c) and (d), how does decreasing the 
probability of an event affect the mean and standard deviation of the wait 
time until success?
\end{parts}","In a polling study, 25% of contacted people agree to a follow-up interview. On average, how many contacts are needed before the first agreement? What is the standard deviation?",,Mean = 4.00; SD ≈ 3.46,"For a geometric distribution with p=0.25, mean=1/p=4.00 and SD=sqrt(1-p)/p=sqrt(0.75)/0.25≈3.46.","In a polling study, 25% of contacted people agree to a follow-up interview. On average, how many contacts are needed before the first agreement? What is the standard deviation?

","1. Recognize the waiting-time setting and define the random variable as the number of contacts up to and including the first agreement.
2. Identify the success probability for each contact.
3. Use the appropriate waiting-time distribution to obtain its expected value.
4. Use the same distribution to obtain its standard deviation.
5. Report both quantities with a clear interpretation.","In a polling study, 25% of contacted people agree to a follow-up interview. On average, how many contacts are needed before the first agreement? What is the standard deviation?

Follow the reasoning stages below:

1. Recognize the waiting-time setting and define the random variable as the number of contacts up to and including the first agreement.
2. Identify the success probability for each contact.
3. Use the appropriate waiting-time distribution to obtain its expected value.
4. Use the same distribution to obtain its standard deviation.
5. Report both quantities with a clear interpretation.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
17,Probability,Social Survey,Medium,Calculation,ch_distributions_42,"Survey response rate

Pew Research reported 
that the typical response rate to their surveys is only 9%. If for a 
particular survey 15,000 households are contacted, what is the probability 
that at least 1,500 will agree to respond? [source: surveysPew]","\qt{Survey response rate\label{survey_response_rate}} Pew Research reported 
that the typical response rate to their surveys is only 9\%. If for a 
particular survey 15,000 households are contacted, what is the probability 
that at least 1,500 will agree to respond? \footfullcite{surveysPew}","A survey firm expects a 28% response rate. If it contacts 120 people, what are the expected number of responses and the standard deviation?",,Mean = 33.6; SD ≈ 4.92,"Let X~Binomial(120,0.28). Mean=np=33.6. SD=sqrt(np(1-p))=sqrt(120×0.28×0.72)≈4.92.","A survey firm expects a 28% response rate. If it contacts 120 people, what are the expected number of responses and the standard deviation?

","1. Model the number of responses among the contacted people using an appropriate count distribution.
2. Identify its parameters from the sample size and response probability.
3. Use the distribution’s mean formula to calculate the expected number of responses.
4. Use its variance or standard-deviation formula to calculate the standard deviation.
5. Report and interpret both quantities.","A survey firm expects a 28% response rate. If it contacts 120 people, what are the expected number of responses and the standard deviation?

Follow the reasoning stages below:

1. Model the number of responses among the contacted people using an appropriate count distribution.
2. Identify its parameters from the sample size and response probability.
3. Use the distribution’s mean formula to calculate the expected number of responses.
4. Use its variance or standard-deviation formula to calculate the standard deviation.
5. Report and interpret both quantities.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
18,Probability,Transportation,Medium,Calculation,ch_distributions_38_1,"Speeding on the I-5, Part II

Exercise~[ref: speeding_i5_intro] states that the distribution of speeds of 
cars traveling on the Interstate 5 Freeway (I-5) in California is nearly 
normal with a mean of 72.6 miles/hour and a standard deviation of 4.78 
miles/hour. The speed limit on this stretch of the I-5 is 70 miles/hour.

A highway patrol officer is hidden on the side of the freeway. What is 
the probability that 5~cars pass and none are speeding? Assume that the 
speeds of the cars are independent of each other.","\qt{Speeding on the I-5, Part II\label{speeding_i5_geometric}} 
Exercise~\ref{speeding_i5_intro} states that the distribution of speeds of 
cars traveling on the Interstate 5 Freeway (I-5) in California is nearly 
normal with a mean of 72.6 miles/hour and a standard deviation of 4.78 
miles/hour. The speed limit on this stretch of the I-5 is 70 miles/hour.
\begin{parts}
\item A highway patrol officer is hidden on the side of the freeway. What is 
the probability that 5~cars pass and none are speeding? Assume that the 
speeds of the cars are independent of each other.
\item On average, how many cars would the highway patrol officer expect to 
watch until the first car that is speeding? What is the standard deviation of 
the number of cars he would expect to watch?
\end{parts}","On a monitored highway, 18% of cars exceed the speed limit. A camera records 10 cars. What is the probability that at least 3 are speeding? Round your answer to four decimal places.",,0.2628,"Let X~Binomial(10,0.18). Then P(X≥3)=1-[P(X=0)+P(X=1)+P(X=2)]=1-[C(10,0)(0.82)^10+C(10,1)(0.18)(0.82)^9+C(10,2)(0.18)^2(0.82)^8]≈0.2628.","On a monitored highway, 18% of cars exceed the speed limit. A camera records 10 cars. What is the probability that at least 3 are speeding? Round your answer to four decimal places.
","1. Model the number of speeding cars among the 10 recorded cars and identify the model parameters.
2. Express the event “at least 3 are speeding” in terms of the random variable.
3. Decide whether direct summation or a complementary probability is more efficient.
4. Calculate the required probability using the appropriate probability-mass formula.
5. Interpret the result.","On a monitored highway, 18% of cars exceed the speed limit. A camera records 10 cars. What is the probability that at least 3 are speeding? Round your answer to four decimal places.

Follow the reasoning stages below:

1. Model the number of speeding cars among the 10 recorded cars and identify the model parameters.
2. Express the event “at least 3 are speeding” in terms of the random variable.
3. Decide whether direct summation or a complementary probability is more efficient.
4. Calculate the required probability using the appropriate probability-mass formula.
5. Interpret the result.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
19,ch_distributions_38_1,Probability,Transportation,Medium,Calculation,"A train operator finds that 7% of trips are delayed by more than 15 minutes. For 12 independent trips, what is the probability that exactly two are delayed? Round your answer to four decimal places.","A train operator finds that 7% of trips are delayed by more than 15 minutes. For 12 independent trips, what is the probability that exactly two are delayed? Round your answer to four decimal places.","A regional rail operator reports that each train trip has a 7% probability of being delayed. Assume delays on different trips are independent.

A commuter plans to make 12 train trips. What is the probability that exactly two of the 12 trips are delayed?

Give your answer to four decimal places.",DeepSeek-R1-7B,0.1565,"Let X~Binomial(12,0.07). Using the binomial formula, P(X=2)=C(12,2)(0.07)^2(0.93)^10≈0.1565.","A regional rail operator reports that each train trip has a 7% probability of being delayed. Assume delays on different trips are independent.

A commuter plans to make 12 train trips. What is the probability that exactly two of the 12 trips are delayed?

Give your answer to four decimal places.","Identify the appropriate probability distribution and its parameters. Then use the formula for the probability of exactly k successes in n independent trials. Substitute the given values, calculate the probability, and round the final answer to four decimal places.","A regional rail operator reports that each train trip has a 7% probability of being delayed. Assume delays on different trips are independent. A commuter plans to make 12 train trips. What is the probability that exactly two of the 12 trips are delayed? Give your answer to four decimal places.

Solve the problem step by step. First identify the appropriate probability distribution and its parameters. Then select the correct probability formula, substitute the given values, carry out the calculation carefully, and report the final answer to four decimal places.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,319.898
20,Probability,Transportation,Medium,Calculation,ch_distributions_38_1,"Speeding on the I-5, Part II

Exercise~[ref: speeding_i5_intro] states that the distribution of speeds of 
cars traveling on the Interstate 5 Freeway (I-5) in California is nearly 
normal with a mean of 72.6 miles/hour and a standard deviation of 4.78 
miles/hour. The speed limit on this stretch of the I-5 is 70 miles/hour.

A highway patrol officer is hidden on the side of the freeway. What is 
the probability that 5~cars pass and none are speeding? Assume that the 
speeds of the cars are independent of each other.","\qt{Speeding on the I-5, Part II\label{speeding_i5_geometric}} 
Exercise~\ref{speeding_i5_intro} states that the distribution of speeds of 
cars traveling on the Interstate 5 Freeway (I-5) in California is nearly 
normal with a mean of 72.6 miles/hour and a standard deviation of 4.78 
miles/hour. The speed limit on this stretch of the I-5 is 70 miles/hour.
\begin{parts}
\item A highway patrol officer is hidden on the side of the freeway. What is 
the probability that 5~cars pass and none are speeding? Assume that the 
speeds of the cars are independent of each other.
\item On average, how many cars would the highway patrol officer expect to 
watch until the first car that is speeding? What is the standard deviation of 
the number of cars he would expect to watch?
\end{parts}",A bus arrival time is approximately normal with mean 9 minutes and standard deviation 2 minutes after the scheduled time. What is the probability it arrives between 6 and 12 minutes late?,,0.8664,"Compute z1=(6-9)/2=-1.50 and z2=(12-9)/2=1.50. From the supplied Z-table, Phi(1.50)=0.9332 and Phi(-1.50)=1-0.9332=0.0668. Therefore, P(6<X<12)=0.9332-0.0668=0.8664.","A bus arrival time is approximately normal with mean 9 minutes and standard deviation 2 minutes after the scheduled time. What is the probability it arrives between 6 and 12 minutes late?

","1. Identify the normal-distribution parameters and the lower and upper bounds of the interval.
2. Standardize both bounds using z-scores, rounded to two decimal places.
3. Express the required interval probability in terms of standard-normal cumulative probabilities.
4. Evaluate the difference between the two cumulative probabilities.
5. State the probability in the context of the arrival time.","A bus arrival time is approximately normal with mean 9 minutes and standard deviation 2 minutes after the scheduled time. What is the probability it arrives between 6 and 12 minutes late?

Follow the reasoning stages below:

1. Identify the normal-distribution parameters and the lower and upper bounds of the interval.
2. Standardize both bounds using z-scores, rounded to two decimal places.
3. Express the required interval probability in terms of standard-normal cumulative probabilities.
4. Evaluate the difference between the two cumulative probabilities.
5. State the probability in the context of the arrival time.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
21,Probability,General Everyday,Hard,Short Answer,ch_probability_44_3,"Scooping ice cream

Ice cream usually comes in 1.5 
quart boxes (48 fluid ounces), and ice cream scoops hold about 2 ounces. 
However, there is some variability in the amount of ice cream in a box as well as 
the amount of ice cream scooped out. We represent the amount of ice cream in the 
box as $X$ and the amount scooped out as $Y$. Suppose these random variables have 
the following means, standard deviations, and variances:

Table:
| mean | SD | variance | |
| --- | --- | --- | --- |
| $X$ | 48 | 1 | 1 |
| $Y$ | 2 | 0.25 | 0.0625 |

Using the context of this exercise, explain why we add variances when we 
subtract one random variable from another.","\qt{Scooping ice cream\label{scoop_ice_cream}} Ice cream usually comes in 1.5 
quart boxes (48 fluid ounces), and ice cream scoops hold about 2 ounces. 
However, there is some variability in the amount of ice cream in a box as well as 
the amount of ice cream scooped out. We represent the amount of ice cream in the 
box as $X$ and the amount scooped out as $Y$. Suppose these random variables have 
the following means, standard deviations, and variances:
\begin{center}
\begin{tabular}{l ccc}
\hline
    & mean & SD & variance \\
\hline
$X$ & 48       & 1      & 1     \\
$Y$ & 2    & 0.25   & 0.0625    \\
\hline
\end{tabular}
\end{center}
\begin{parts}
\item An entire box of ice cream, plus 3 scoops from a second box is served at a 
party. How much ice cream do you expect to have been served at this party? What 
is the standard deviation of the amount of ice cream served?
\item How much ice cream would you expect to be left in the box after scooping 
out one scoop of ice cream? That is, find the expected value of $X-Y$. What is 
the standard deviation of the amount left in the box?
\item Using the context of this exercise, explain why we add variances when we 
subtract one random variable from another.
\end{parts}","An ice-cream shop has 5 chocolate, 4 vanilla, and 3 strawberry tubs. Two tubs are selected without replacement for a display. Find the probability that the two selected tubs are different flavours.",,47/66 ≈ 0.7121,"Total pairs C(12,2)=66. Same-flavour pairs: C(5,2)+C(4,2)+C(3,2)=10+6+3=19. Different-flavour pairs=66-19=47, so probability=47/66≈0.7121.","An ice-cream shop has 5 chocolate, 4 vanilla, and 3 strawberry tubs. Two tubs are selected without replacement for a display. Find the probability that the two selected tubs are different flavours.

","1. Determine the total number of tubs and note that selection is without replacement.
2. Express the event that the two selected tubs have different flavours, either directly or through its complement.
3. Account for the changing denominator after the first selection.
4. Combine the relevant probabilities across the flavour categories.
5. State the final probability.","An ice-cream shop has 5 chocolate, 4 vanilla, and 3 strawberry tubs. Two tubs are selected without replacement for a display. Find the probability that the two selected tubs are different flavours.

Follow the reasoning stages below:

1. Determine the total number of tubs and note that selection is without replacement.
2. Express the event that the two selected tubs have different flavours, either directly or through its complement.
3. Account for the changing denominator after the first selection.
4. Combine the relevant probabilities across the flavour categories.
5. State the final probability.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
